0.00 ; 1 ; 18733 ; 140315227518720 ; 2197 ; -1 ; IWANT
0.00 ; 1 ; 18732 ; 140101136770816 ; 2197 ; 1 ; IAMIN
0.00 ; 2 ; 18733 ; 140315227518720 ; 18838 ; -1 ; IWANT
0.00 ; 2 ; 18732 ; 140101136770816 ; 18838 ; 2 ; IAMIN
0.00 ; 3 ; 18733 ; 140315227518720 ; 1275 ; -1 ; IWANT
0.00 ; 3 ; 18732 ; 140101128378112 ; 1275 ; 3 ; IAMIN
0.00 ; 4 ; 18733 ; 140315227518720 ; 17710 ; -1 ; IWANT
0.00 ; 4 ; 18732 ; 140101136770816 ; 17710 ; 4 ; IAMIN
0.00 ; 5 ; 18733 ; 140315227518720 ; 935 ; -1 ; IWANT
0.00 ; 5 ; 18732 ; 140101128378112 ; 935 ; 5 ; IAMIN
0.00 ; 6 ; 18733 ; 140315227518720 ; 13342 ; -1 ; IWANT
0.00 ; 6 ; 18732 ; 140101136770816 ; 13342 ; 6 ; IAMIN
0.00 ; 7 ; 18733 ; 140315227518720 ; 18011 ; -1 ; IWANT
0.00 ; 7 ; 18732 ; 140101128378112 ; 18011 ; 7 ; IAMIN
0.00 ; 8 ; 18733 ; 140315227518720 ; 9361 ; -1 ; IWANT
0.00 ; 8 ; 18732 ; 140101136770816 ; 9361 ; 8 ; IAMIN
0.00 ; 9 ; 18733 ; 140315227518720 ; 8954 ; -1 ; IWANT
0.00 ; 9 ; 18732 ; 140101136770816 ; 8954 ; 9 ; IAMIN
0.00 ; 10 ; 18733 ; 140315227518720 ; 13188 ; -1 ; IWANT
0.00 ; 10 ; 18732 ; 140101136770816 ; 13188 ; 10 ; IAMIN
0.00 ; 11 ; 18733 ; 140315227518720 ; 19282 ; -1 ; IWANT
0.00 ; 11 ; 18732 ; 140101128378112 ; 19282 ; 11 ; IAMIN
0.00 ; 12 ; 18733 ; 140315227518720 ; 11405 ; -1 ; IWANT
0.00 ; 12 ; 18732 ; 140101136770816 ; 11405 ; 12 ; IAMIN
0.00 ; 13 ; 18733 ; 140315227518720 ; 11536 ; -1 ; IWANT
