0.00 ; 1 ; 18733 ; -1354041600 ; 2197 ; -1 ; RECVD
0.00 ; 1 ; 18733 ; 140315227518720 ; 2197 ; 1 ; ENTER
0.00 ; 1 ; 18733 ; 140315227518720 ; 2197 ; 1 ; TIMUP
0.00 ; 2 ; 18733 ; -1354041600 ; 18838 ; -1 ; RECVD
0.00 ; 2 ; 18733 ; 140315227518720 ; 18838 ; 2 ; ENTER
0.00 ; 3 ; 18733 ; -1354041600 ; 1275 ; -1 ; RECVD
0.00 ; 3 ; 18733 ; 140315227518720 ; 1275 ; 3 ; ENTER
0.00 ; 3 ; 18733 ; 140315227518720 ; 1275 ; 3 ; TIMUP
0.00 ; 2 ; 18733 ; 140315227518720 ; 18838 ; 2 ; TIMUP
0.00 ; 4 ; 18733 ; -1354041600 ; 17710 ; -1 ; RECVD
0.00 ; 4 ; 18733 ; 140315227518720 ; 17710 ; 4 ; ENTER
0.00 ; 5 ; 18733 ; -1354041600 ; 935 ; -1 ; RECVD
0.00 ; 5 ; 18733 ; 140315227518720 ; 935 ; 5 ; ENTER
0.00 ; 5 ; 18733 ; 140315227518720 ; 935 ; 5 ; TIMUP
0.00 ; 4 ; 18733 ; 140315227518720 ; 17710 ; 4 ; TIMUP
0.00 ; 6 ; 18733 ; -1354041600 ; 13342 ; -1 ; RECVD
0.00 ; 6 ; 18733 ; 140315227518720 ; 13342 ; 6 ; ENTER
0.00 ; 7 ; 18733 ; -1354041600 ; 18011 ; -1 ; RECVD
0.00 ; 7 ; 18733 ; 140315227518720 ; 18011 ; 7 ; ENTER
0.00 ; 6 ; 18733 ; 140315227518720 ; 13342 ; 6 ; TIMUP
0.00 ; 8 ; 18733 ; -1354041600 ; 9361 ; -1 ; RECVD
0.00 ; 8 ; 18733 ; 140315227518720 ; 9361 ; 8 ; ENTER
0.00 ; 7 ; 18733 ; 140315227518720 ; 18011 ; 7 ; TIMUP
0.00 ; 8 ; 18733 ; 140315227518720 ; 9361 ; 8 ; TIMUP
0.00 ; 9 ; 18733 ; -1354041600 ; 8954 ; -1 ; RECVD
0.00 ; 9 ; 18733 ; 140315227518720 ; 8954 ; 9 ; ENTER
0.00 ; 9 ; 18733 ; 140315227518720 ; 8954 ; 9 ; TIMUP
0.00 ; 10 ; 18733 ; -1354041600 ; 13188 ; -1 ; RECVD
0.00 ; 10 ; 18733 ; 140315227518720 ; 13188 ; 10 ; ENTER
0.00 ; 11 ; 18733 ; -1354041600 ; 19282 ; -1 ; RECVD
0.00 ; 11 ; 18733 ; 140315227518720 ; 19282 ; 11 ; ENTER
0.00 ; 10 ; 18733 ; 140315227518720 ; 13188 ; 10 ; TIMUP
0.00 ; 12 ; 18733 ; -1354041600 ; 11405 ; -1 ; RECVD
0.00 ; 12 ; 18733 ; 140315227518720 ; 11405 ; 12 ; ENTER
0.00 ; 11 ; 18733 ; 140315227518720 ; 19282 ; 11 ; TIMUP
0.00 ; 13 ; 18733 ; -1354041600 ; 11536 ; -1 ; RECVD
0.00 ; 13 ; 18733 ; 140315227518720 ; 11536 ; 13 ; ENTER
0.00 ; 12 ; 18733 ; 140315227518720 ; 11405 ; 12 ; TIMUP
0.00 ; 14 ; 18733 ; -1354041600 ; 4355 ; -1 ; RECVD
0.00 ; 14 ; 18733 ; 140315227518720 ; 4355 ; 14 ; ENTER
0.00 ; 13 ; 18733 ; 140315227518720 ; 11536 ; 13 ; TIMUP
0.00 ; 14 ; 18733 ; 140315227518720 ; 4355 ; 14 ; TIMUP
0.00 ; 15 ; 18733 ; -1354041600 ; 17683 ; -1 ; RECVD
0.00 ; 15 ; 18733 ; 140315227518720 ; 17683 ; 15 ; ENTER
0.00 ; 16 ; 18733 ; -1354041600 ; 15441 ; -1 ; RECVD
0.00 ; 16 ; 18733 ; 140315227518720 ; 15441 ; 16 ; ENTER
0.00 ; 15 ; 18733 ; 140315227518720 ; 17683 ; 15 ; TIMUP
0.00 ; 17 ; 18733 ; -1354041600 ; 6334 ; -1 ; RECVD
0.00 ; 17 ; 18733 ; 140315227518720 ; 6334 ; 17 ; ENTER
0.00 ; 16 ; 18733 ; 140315227518720 ; 15441 ; 16 ; TIMUP
0.00 ; 17 ; 18733 ; 140315227518720 ; 6334 ; 17 ; TIMUP
0.00 ; 18 ; 18733 ; -1354041600 ; 15395 ; -1 ; RECVD
0.00 ; 18 ; 18733 ; 140315227518720 ; 15395 ; 18 ; ENTER
0.00 ; 19 ; 18733 ; -1354041600 ; 11420 ; -1 ; RECVD
0.00 ; 19 ; 18733 ; 140315227518720 ; 11420 ; 19 ; ENTER
0.00 ; 18 ; 18733 ; 140315227518720 ; 15395 ; 18 ; TIMUP
0.00 ; 20 ; 18733 ; -1354041600 ; 2840 ; -1 ; RECVD
0.00 ; 20 ; 18733 ; 140315227518720 ; 2840 ; 20 ; ENTER
0.00 ; 19 ; 18733 ; 140315227518720 ; 11420 ; 19 ; TIMUP
0.00 ; 20 ; 18733 ; 140315227518720 ; 2840 ; 20 ; TIMUP
0.00 ; 21 ; 18733 ; -1354041600 ; 6932 ; -1 ; RECVD
0.00 ; 21 ; 18733 ; 140315227518720 ; 6932 ; 21 ; ENTER
0.00 ; 21 ; 18733 ; 140315227518720 ; 6932 ; 21 ; TIMUP
0.00 ; 22 ; 18733 ; -1354041600 ; 2389 ; -1 ; RECVD
0.00 ; 22 ; 18733 ; 140315227518720 ; 2389 ; 22 ; ENTER
0.00 ; 22 ; 18733 ; 140315227518720 ; 2389 ; 22 ; TIMUP
0.00 ; 23 ; 18733 ; -1354041600 ; 19418 ; -1 ; RECVD
0.00 ; 23 ; 18733 ; 140315227518720 ; 19418 ; 23 ; ENTER
0.00 ; 24 ; 18733 ; -1354041600 ; 16443 ; -1 ; RECVD
0.00 ; 24 ; 18733 ; 140315227518720 ; 16443 ; 24 ; ENTER
0.00 ; 23 ; 18733 ; 140315227518720 ; 19418 ; 23 ; TIMUP
0.00 ; 25 ; 18733 ; -1354041600 ; 15265 ; -1 ; RECVD
0.00 ; 25 ; 18733 ; 140315227518720 ; 15265 ; 25 ; ENTER
0.00 ; 24 ; 18733 ; 140315227518720 ; 16443 ; 24 ; TIMUP
0.00 ; 26 ; 18733 ; -1354041600 ; 15206 ; -1 ; RECVD
0.00 ; 26 ; 18733 ; 140315227518720 ; 15206 ; 26 ; ENTER
0.00 ; 25 ; 18733 ; 140315227518720 ; 15265 ; 25 ; TIMUP
0.00 ; 27 ; 18733 ; -1354041600 ; 11288 ; -1 ; RECVD
0.00 ; 27 ; 18733 ; 140315227518720 ; 11288 ; 27 ; ENTER
0.00 ; 26 ; 18733 ; 140315227518720 ; 15206 ; 26 ; TIMUP
0.00 ; 28 ; 18733 ; -1354041600 ; 11153 ; -1 ; RECVD
0.00 ; 28 ; 18733 ; 140315227518720 ; 11153 ; 28 ; ENTER
0.00 ; 27 ; 18733 ; 140315227518720 ; 11288 ; 27 ; TIMUP
0.00 ; 29 ; 18733 ; -1354041600 ; 10390 ; -1 ; RECVD
0.00 ; 29 ; 18733 ; 140315227518720 ; 10390 ; 29 ; ENTER
0.00 ; 28 ; 18733 ; 140315227518720 ; 11153 ; 28 ; TIMUP
0.00 ; 30 ; 18733 ; -1354041600 ; 10322 ; -1 ; RECVD
0.00 ; 30 ; 18733 ; 140315227518720 ; 10322 ; 30 ; ENTER
0.00 ; 29 ; 18733 ; 140315227518720 ; 10390 ; 29 ; TIMUP
0.00 ; 31 ; 18733 ; -1354041600 ; 19518 ; -1 ; RECVD
0.00 ; 31 ; 18733 ; 140315227518720 ; 19518 ; 31 ; ENTER
0.00 ; 30 ; 18733 ; 140315227518720 ; 10322 ; 30 ; TIMUP
0.00 ; 32 ; 18733 ; -1354041600 ; 12586 ; -1 ; RECVD
0.00 ; 32 ; 18733 ; 140315227518720 ; 12586 ; 32 ; ENTER
0.00 ; 31 ; 18733 ; 140315227518720 ; 19518 ; 31 ; TIMUP
0.00 ; 33 ; 18733 ; -1354041600 ; 9159 ; -1 ; RECVD
0.00 ; 33 ; 18733 ; 140315227518720 ; 9159 ; 33 ; ENTER
0.00 ; 32 ; 18733 ; 140315227518720 ; 12586 ; 32 ; TIMUP
